"gid","landcover_","landcove_1","lighting_r","lst_celsiu","uhi_intens","no2","geom"
1030,"1","Trees","5.062045662431442","27.320590715898813",NULL,"0.000128986749857","01060000000100000001030000000100000005000000C3F5285C8F4E53409999999999793C40C3F5285C8F4E534033333333337B3C40D7A3703D0A4F534033333333337B3C40D7A3703D0A4F53409999999999793C40C3F5285C8F4E53409999999999793C40"
1031,"1","Trees","4.685618637375914","27.344744116591649",NULL,"0.000130770128007","01060000000100000001030000000100000005000000D7A3703D0A4F53409999999999793C40D7A3703D0A4F534033333333337B3C40EB51B81E854F534033333333337B3C40EB51B81E854F53409999999999793C40D7A3703D0A4F53409999999999793C40"
1032,"1","Trees","4.556934115049002","27.410724241834640",NULL,"0.000133068864248","01060000000100000001030000000100000005000000EC51B81E854F53409999999999793C40EC51B81E854F534033333333337B3C40000000000050534033333333337B3C4000000000005053409999999999793C40EC51B81E854F53409999999999793C40"
951,"1","Trees","4.165885327035220","27.286313723717630",NULL,"0.000128780792141","01060000000100000001030000000100000005000000EC51B81E854F53400000000000783C40EC51B81E854F53409A99999999793C4000000000005053409A99999999793C4000000000005053400000000000783C40EC51B81E854F53400000000000783C40"
950,"1","Trees","4.304434158512064","27.302539283469539",NULL,"0.000126398924445","01060000000100000001030000000100000005000000D7A3703D0A4F53400000000000783C40D7A3703D0A4F53409A99999999793C40EB51B81E854F53409A99999999793C40EB51B81E854F53400000000000783C40D7A3703D0A4F53400000000000783C40"
949,"1","Trees","4.751610475286062","27.482093023255857",NULL,"0.000124308279097","01060000000100000001030000000100000005000000C3F5285C8F4E53400000000000783C40C3F5285C8F4E53409A99999999793C40D7A3703D0A4F53409A99999999793C40D7A3703D0A4F53400000000000783C40C3F5285C8F4E53400000000000783C40"
948,"1","Trees","7.299224276164733","27.482093023255857",NULL,"0.000122199150404","01060000000100000001030000000100000005000000AE47E17A144E53400000000000783C40AE47E17A144E53409A99999999793C40C2F5285C8F4E53409A99999999793C40C2F5285C8F4E53400000000000783C40AE47E17A144E53400000000000783C40"
867,"1","Trees","5.364333777564371","27.682492143306124",NULL,"0.000116439176937","01060000000100000001030000000100000005000000AE47E17A144E53406666666666763C40AE47E17A144E53400000000000783C40C2F5285C8F4E53400000000000783C40C2F5285C8F4E53406666666666763C40AE47E17A144E53406666666666763C40"
868,"1","Trees","4.346222458954376","27.543736858872290",NULL,"0.000117879702996","01060000000100000001030000000100000005000000C3F5285C8F4E53406666666666763C40C3F5285C8F4E53400000000000783C40D7A3703D0A4F53400000000000783C40D7A3703D0A4F53406666666666763C40C3F5285C8F4E53406666666666763C40"
869,"1","Trees","4.032949161933640","27.313436641939401",NULL,"0.000119665099515","01060000000100000001030000000100000005000000D7A3703D0A4F53406666666666763C40D7A3703D0A4F53400000000000783C40EB51B81E854F53400000000000783C40EB51B81E854F53406666666666763C40D7A3703D0A4F53406666666666763C40"
870,"1","Trees","3.926903636725824","27.248467361458800",NULL,"0.000121887224245","01060000000100000001030000000100000005000000EC51B81E854F53406666666666763C40EC51B81E854F53400000000000783C4000000000005053400000000000783C4000000000005053406666666666763C40EC51B81E854F53406666666666763C40"
789,"1","Trees","3.635767288593981","27.207343699384570",NULL,"0.000118475072810","01060000000100000001030000000100000005000000EC51B81E854F5340CCCCCCCCCC743C40EC51B81E854F53406666666666763C4000000000005053406666666666763C400000000000505340CCCCCCCCCC743C40EC51B81E854F5340CCCCCCCCCC743C40"
