landcover_class,geometry,landcover_name
6.0000000000000195,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.34, 28.525], [77.37, 28.525], [77.37, 28.549999999999997], [77.34, 28.549999999999997], [77.34, 28.525]]]}",
6.000000000000003,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.37, 28.525], [77.4, 28.525], [77.4, 28.549999999999997], [77.37, 28.549999999999997], [77.37, 28.525]]]}",
5.999999999999995,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.4, 28.525], [77.43, 28.525], [77.43, 28.549999999999997], [77.4, 28.549999999999997], [77.4, 28.525]]]}",
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.8, 28.549999999999997], [76.83, 28.549999999999997], [76.83, 28.574999999999996], [76.8, 28.574999999999996], [76.8, 28.549999999999997]]]}",Crops
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.83, 28.549999999999997], [76.86, 28.549999999999997], [76.86, 28.574999999999996], [76.83, 28.574999999999996], [76.83, 28.549999999999997]]]}",Crops
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.86, 28.549999999999997], [76.89, 28.549999999999997], [76.89, 28.574999999999996], [76.86, 28.574999999999996], [76.86, 28.549999999999997]]]}",Crops
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.89, 28.549999999999997], [76.92, 28.549999999999997], [76.92, 28.574999999999996], [76.89, 28.574999999999996], [76.89, 28.549999999999997]]]}",Crops
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.92, 28.549999999999997], [76.95, 28.549999999999997], [76.95, 28.574999999999996], [76.92, 28.574999999999996], [76.92, 28.549999999999997]]]}",Crops
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.95, 28.549999999999997], [76.98, 28.549999999999997], [76.98, 28.574999999999996], [76.95, 28.574999999999996], [76.95, 28.549999999999997]]]}",Crops
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.98, 28.549999999999997], [77.01, 28.549999999999997], [77.01, 28.574999999999996], [76.98, 28.574999999999996], [76.98, 28.549999999999997]]]}",Crops
5.9999999999999485,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.01, 28.549999999999997], [77.04, 28.549999999999997], [77.04, 28.574999999999996], [77.01, 28.574999999999996], [77.01, 28.549999999999997]]]}",
6.00000000000004,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.04, 28.549999999999997], [77.07000000000001, 28.549999999999997], [77.07000000000001, 28.574999999999996], [77.04, 28.574999999999996], [77.04, 28.549999999999997]]]}",
6.0000000000000435,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.07000000000001, 28.549999999999997], [77.10000000000001, 28.549999999999997], [77.10000000000001, 28.574999999999996], [77.07000000000001, 28.574999999999996], [77.07000000000001, 28.549999999999997]]]}",
6.654891492095935,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.1, 28.549999999999997], [77.13, 28.549999999999997], [77.13, 28.574999999999996], [77.1, 28.574999999999996], [77.1, 28.549999999999997]]]}",
6.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.13, 28.549999999999997], [77.16, 28.549999999999997], [77.16, 28.574999999999996], [77.13, 28.574999999999996], [77.13, 28.549999999999997]]]}",Built area
6.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.16, 28.549999999999997], [77.19, 28.549999999999997], [77.19, 28.574999999999996], [77.16, 28.574999999999996], [77.16, 28.549999999999997]]]}",Built area
6.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.19, 28.549999999999997], [77.22, 28.549999999999997], [77.22, 28.574999999999996], [77.19, 28.574999999999996], [77.19, 28.549999999999997]]]}",Built area
6.000000000000065,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.22, 28.549999999999997], [77.25, 28.549999999999997], [77.25, 28.574999999999996], [77.22, 28.574999999999996], [77.22, 28.549999999999997]]]}",
6.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.25, 28.549999999999997], [77.28, 28.549999999999997], [77.28, 28.574999999999996], [77.25, 28.574999999999996], [77.25, 28.549999999999997]]]}",Built area
5.999999999999997,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.28, 28.549999999999997], [77.31, 28.549999999999997], [77.31, 28.574999999999996], [77.28, 28.574999999999996], [77.28, 28.549999999999997]]]}",
6.000000000000015,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.31, 28.549999999999997], [77.34, 28.549999999999997], [77.34, 28.574999999999996], [77.31, 28.574999999999996], [77.31, 28.549999999999997]]]}",
6.000000000000103,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.34, 28.549999999999997], [77.37, 28.549999999999997], [77.37, 28.574999999999996], [77.34, 28.574999999999996], [77.34, 28.549999999999997]]]}",
6.0000000000000835,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.37, 28.549999999999997], [77.4, 28.549999999999997], [77.4, 28.574999999999996], [77.37, 28.574999999999996], [77.37, 28.549999999999997]]]}",
6.00000000000001,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.4, 28.549999999999997], [77.43, 28.549999999999997], [77.43, 28.574999999999996], [77.4, 28.574999999999996], [77.4, 28.549999999999997]]]}",
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.8, 28.575], [76.83, 28.575], [76.83, 28.599999999999998], [76.8, 28.599999999999998], [76.8, 28.575]]]}",Crops
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.83, 28.575], [76.86, 28.575], [76.86, 28.599999999999998], [76.83, 28.599999999999998], [76.83, 28.575]]]}",Crops
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.86, 28.575], [76.89, 28.575], [76.89, 28.599999999999998], [76.86, 28.599999999999998], [76.86, 28.575]]]}",Crops
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.89, 28.575], [76.92, 28.575], [76.92, 28.599999999999998], [76.89, 28.599999999999998], [76.89, 28.575]]]}",Crops
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.92, 28.575], [76.95, 28.575], [76.95, 28.599999999999998], [76.92, 28.599999999999998], [76.92, 28.575]]]}",Crops
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.95, 28.575], [76.98, 28.575], [76.98, 28.599999999999998], [76.95, 28.599999999999998], [76.95, 28.575]]]}",Crops
5.999999999999921,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.98, 28.575], [77.01, 28.575], [77.01, 28.599999999999998], [76.98, 28.599999999999998], [76.98, 28.575]]]}",
5.999999999999945,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.01, 28.575], [77.04, 28.575], [77.04, 28.599999999999998], [77.01, 28.599999999999998], [77.01, 28.575]]]}",
5.999999999999965,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.04, 28.575], [77.07000000000001, 28.575], [77.07000000000001, 28.599999999999998], [77.04, 28.599999999999998], [77.04, 28.575]]]}",
6.000000000000004,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.07000000000001, 28.575], [77.10000000000001, 28.575], [77.10000000000001, 28.599999999999998], [77.07000000000001, 28.599999999999998], [77.07000000000001, 28.575]]]}",
6.000000000000009,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.1, 28.575], [77.13, 28.575], [77.13, 28.599999999999998], [77.1, 28.599999999999998], [77.1, 28.575]]]}",
5.999999999999995,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.13, 28.575], [77.16, 28.575], [77.16, 28.599999999999998], [77.13, 28.599999999999998], [77.13, 28.575]]]}",
5.9999999999999645,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.16, 28.575], [77.19, 28.575], [77.19, 28.599999999999998], [77.16, 28.599999999999998], [77.16, 28.575]]]}",
6.000000000000015,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.19, 28.575], [77.22, 28.575], [77.22, 28.599999999999998], [77.19, 28.599999999999998], [77.19, 28.575]]]}",
5.99999999999999,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.22, 28.575], [77.25, 28.575], [77.25, 28.599999999999998], [77.22, 28.599999999999998], [77.22, 28.575]]]}",
5.999999999999985,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.25, 28.575], [77.28, 28.575], [77.28, 28.599999999999998], [77.25, 28.599999999999998], [77.25, 28.575]]]}",
5.999999999999969,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.28, 28.575], [77.31, 28.575], [77.31, 28.599999999999998], [77.28, 28.599999999999998], [77.28, 28.575]]]}",
6.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.31, 28.575], [77.34, 28.575], [77.34, 28.599999999999998], [77.31, 28.599999999999998], [77.31, 28.575]]]}",Built area
6.000000000000021,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.34, 28.575], [77.37, 28.575], [77.37, 28.599999999999998], [77.34, 28.599999999999998], [77.34, 28.575]]]}",
6.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.37, 28.575], [77.4, 28.575], [77.4, 28.599999999999998], [77.37, 28.599999999999998], [77.37, 28.575]]]}",Built area
5.999999999999922,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.4, 28.575], [77.43, 28.575], [77.43, 28.599999999999998], [77.4, 28.599999999999998], [77.4, 28.575]]]}",
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.8, 28.599999999999998], [76.83, 28.599999999999998], [76.83, 28.624999999999996], [76.8, 28.624999999999996], [76.8, 28.599999999999998]]]}",Crops
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.83, 28.599999999999998], [76.86, 28.599999999999998], [76.86, 28.624999999999996], [76.83, 28.624999999999996], [76.83, 28.599999999999998]]]}",Crops
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.86, 28.599999999999998], [76.89, 28.599999999999998], [76.89, 28.624999999999996], [76.86, 28.624999999999996], [76.86, 28.599999999999998]]]}",Crops
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.89, 28.599999999999998], [76.92, 28.599999999999998], [76.92, 28.624999999999996], [76.89, 28.624999999999996], [76.89, 28.599999999999998]]]}",Crops
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.92, 28.599999999999998], [76.95, 28.599999999999998], [76.95, 28.624999999999996], [76.92, 28.624999999999996], [76.92, 28.599999999999998]]]}",Crops
5.999999999999993,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.95, 28.599999999999998], [76.98, 28.599999999999998], [76.98, 28.624999999999996], [76.95, 28.624999999999996], [76.95, 28.599999999999998]]]}",
6.000000000000016,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.98, 28.599999999999998], [77.01, 28.599999999999998], [77.01, 28.624999999999996], [76.98, 28.624999999999996], [76.98, 28.599999999999998]]]}",
6.000000000000003,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.01, 28.599999999999998], [77.04, 28.599999999999998], [77.04, 28.624999999999996], [77.01, 28.624999999999996], [77.01, 28.599999999999998]]]}",
5.999999999999969,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.04, 28.599999999999998], [77.07000000000001, 28.599999999999998], [77.07000000000001, 28.624999999999996], [77.04, 28.624999999999996], [77.04, 28.599999999999998]]]}",
6.000000000000008,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.07000000000001, 28.599999999999998], [77.10000000000001, 28.599999999999998], [77.10000000000001, 28.624999999999996], [77.07000000000001, 28.624999999999996], [77.07000000000001, 28.599999999999998]]]}",
6.000000000000009,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.1, 28.599999999999998], [77.13, 28.599999999999998], [77.13, 28.624999999999996], [77.1, 28.624999999999996], [77.1, 28.599999999999998]]]}",
5.999999999999995,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.13, 28.599999999999998], [77.16, 28.599999999999998], [77.16, 28.624999999999996], [77.13, 28.624999999999996], [77.13, 28.599999999999998]]]}",
1.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.16, 28.599999999999998], [77.19, 28.599999999999998], [77.19, 28.624999999999996], [77.16, 28.624999999999996], [77.16, 28.599999999999998]]]}",Trees
6.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.19, 28.599999999999998], [77.22, 28.599999999999998], [77.22, 28.624999999999996], [77.19, 28.624999999999996], [77.19, 28.599999999999998]]]}",Built area
5.999999999999984,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.22, 28.599999999999998], [77.25, 28.599999999999998], [77.25, 28.624999999999996], [77.22, 28.624999999999996], [77.22, 28.599999999999998]]]}",
6.0000000000000115,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.25, 28.599999999999998], [77.28, 28.599999999999998], [77.28, 28.624999999999996], [77.25, 28.624999999999996], [77.25, 28.599999999999998]]]}",
6.003697836450956,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.28, 28.599999999999998], [77.31, 28.599999999999998], [77.31, 28.624999999999996], [77.28, 28.624999999999996], [77.28, 28.599999999999998]]]}",
5.999999999999994,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.31, 28.599999999999998], [77.34, 28.599999999999998], [77.34, 28.624999999999996], [77.31, 28.624999999999996], [77.31, 28.599999999999998]]]}",
6.000000000000019,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.34, 28.599999999999998], [77.37, 28.599999999999998], [77.37, 28.624999999999996], [77.34, 28.624999999999996], [77.34, 28.599999999999998]]]}",
6.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.37, 28.599999999999998], [77.4, 28.599999999999998], [77.4, 28.624999999999996], [77.37, 28.624999999999996], [77.37, 28.599999999999998]]]}",Built area
5.99999999999999,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.4, 28.599999999999998], [77.43, 28.599999999999998], [77.43, 28.624999999999996], [77.4, 28.624999999999996], [77.4, 28.599999999999998]]]}",
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.8, 28.625], [76.83, 28.625], [76.83, 28.65], [76.8, 28.65], [76.8, 28.625]]]}",Crops
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.83, 28.625], [76.86, 28.625], [76.86, 28.65], [76.83, 28.65], [76.83, 28.625]]]}",Crops
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.86, 28.625], [76.89, 28.625], [76.89, 28.65], [76.86, 28.65], [76.86, 28.625]]]}",Crops
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.89, 28.625], [76.92, 28.625], [76.92, 28.65], [76.89, 28.65], [76.89, 28.625]]]}",Crops
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.92, 28.625], [76.95, 28.625], [76.95, 28.65], [76.92, 28.65], [76.92, 28.625]]]}",Crops
5.999999999999985,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.95, 28.625], [76.98, 28.625], [76.98, 28.65], [76.95, 28.65], [76.95, 28.625]]]}",
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.98, 28.625], [77.01, 28.625], [77.01, 28.65], [76.98, 28.65], [76.98, 28.625]]]}",Crops
5.999999999999985,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.01, 28.625], [77.04, 28.625], [77.04, 28.65], [77.01, 28.65], [77.01, 28.625]]]}",
5.999999999999935,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.04, 28.625], [77.07000000000001, 28.625], [77.07000000000001, 28.65], [77.04, 28.65], [77.04, 28.625]]]}",
5.999999999999966,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.07000000000001, 28.625], [77.10000000000001, 28.625], [77.10000000000001, 28.65], [77.07000000000001, 28.65], [77.07000000000001, 28.625]]]}",
5.99999999999997,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.1, 28.625], [77.13, 28.625], [77.13, 28.65], [77.1, 28.65], [77.1, 28.625]]]}",
6.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.13, 28.625], [77.16, 28.625], [77.16, 28.65], [77.13, 28.65], [77.13, 28.625]]]}",Built area
6.000000000000032,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.16, 28.625], [77.19, 28.625], [77.19, 28.65], [77.16, 28.65], [77.16, 28.625]]]}",
5.9999999999999725,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.19, 28.625], [77.22, 28.625], [77.22, 28.65], [77.19, 28.65], [77.19, 28.625]]]}",
5.999999999999941,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.22, 28.625], [77.25, 28.625], [77.25, 28.65], [77.22, 28.65], [77.22, 28.625]]]}",
6.000000000000021,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.25, 28.625], [77.28, 28.625], [77.28, 28.65], [77.25, 28.65], [77.25, 28.625]]]}",
5.999999999999931,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.28, 28.625], [77.31, 28.625], [77.31, 28.65], [77.28, 28.65], [77.28, 28.625]]]}",
5.999999999999953,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.31, 28.625], [77.34, 28.625], [77.34, 28.65], [77.31, 28.65], [77.31, 28.625]]]}",
5.99999999999998,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.34, 28.625], [77.37, 28.625], [77.37, 28.65], [77.34, 28.65], [77.34, 28.625]]]}",
5.999999999999961,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.37, 28.625], [77.4, 28.625], [77.4, 28.65], [77.37, 28.65], [77.37, 28.625]]]}",
6.014492042160911,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.4, 28.625], [77.43, 28.625], [77.43, 28.65], [77.4, 28.65], [77.4, 28.625]]]}",
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.8, 28.65], [76.83, 28.65], [76.83, 28.674999999999997], [76.8, 28.674999999999997], [76.8, 28.65]]]}",Crops
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.83, 28.65], [76.86, 28.65], [76.86, 28.674999999999997], [76.83, 28.674999999999997], [76.83, 28.65]]]}",Crops
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.86, 28.65], [76.89, 28.65], [76.89, 28.674999999999997], [76.86, 28.674999999999997], [76.86, 28.65]]]}",Crops
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.89, 28.65], [76.92, 28.65], [76.92, 28.674999999999997], [76.89, 28.674999999999997], [76.89, 28.65]]]}",Crops
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.92, 28.65], [76.95, 28.65], [76.95, 28.674999999999997], [76.92, 28.674999999999997], [76.92, 28.65]]]}",Crops
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.95, 28.65], [76.98, 28.65], [76.98, 28.674999999999997], [76.95, 28.674999999999997], [76.95, 28.65]]]}",Crops
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.98, 28.65], [77.01, 28.65], [77.01, 28.674999999999997], [76.98, 28.674999999999997], [76.98, 28.65]]]}",Crops
5.999999999999955,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.01, 28.65], [77.04, 28.65], [77.04, 28.674999999999997], [77.01, 28.674999999999997], [77.01, 28.65]]]}",
5.999999999999943,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.04, 28.65], [77.07000000000001, 28.65], [77.07000000000001, 28.674999999999997], [77.04, 28.674999999999997], [77.04, 28.65]]]}",
5.999999999999963,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.07000000000001, 28.65], [77.10000000000001, 28.65], [77.10000000000001, 28.674999999999997], [77.07000000000001, 28.674999999999997], [77.07000000000001, 28.65]]]}",
5.999999999999968,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.1, 28.65], [77.13, 28.65], [77.13, 28.674999999999997], [77.1, 28.674999999999997], [77.1, 28.65]]]}",
5.999999999999963,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.13, 28.65], [77.16, 28.65], [77.16, 28.674999999999997], [77.13, 28.674999999999997], [77.13, 28.65]]]}",
5.999999999999965,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.16, 28.65], [77.19, 28.65], [77.19, 28.674999999999997], [77.16, 28.674999999999997], [77.16, 28.65]]]}",
5.999999999999982,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.19, 28.65], [77.22, 28.65], [77.22, 28.674999999999997], [77.19, 28.674999999999997], [77.19, 28.65]]]}",
5.999999999999956,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.22, 28.65], [77.25, 28.65], [77.25, 28.674999999999997], [77.22, 28.674999999999997], [77.22, 28.65]]]}",
5.9999999999999645,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.25, 28.65], [77.28, 28.65], [77.28, 28.674999999999997], [77.25, 28.674999999999997], [77.25, 28.65]]]}",
5.9999999999999325,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.28, 28.65], [77.31, 28.65], [77.31, 28.674999999999997], [77.28, 28.674999999999997], [77.28, 28.65]]]}",
5.999999999999953,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.31, 28.65], [77.34, 28.65], [77.34, 28.674999999999997], [77.31, 28.674999999999997], [77.31, 28.65]]]}",
5.999999999999977,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.34, 28.65], [77.37, 28.65], [77.37, 28.674999999999997], [77.34, 28.674999999999997], [77.34, 28.65]]]}",
5.999999999999954,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.37, 28.65], [77.4, 28.65], [77.4, 28.674999999999997], [77.37, 28.674999999999997], [77.37, 28.65]]]}",
5.999999999999949,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.4, 28.65], [77.43, 28.65], [77.43, 28.674999999999997], [77.4, 28.674999999999997], [77.4, 28.65]]]}",
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.8, 28.674999999999997], [76.83, 28.674999999999997], [76.83, 28.699999999999996], [76.8, 28.699999999999996], [76.8, 28.674999999999997]]]}",Crops
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.83, 28.674999999999997], [76.86, 28.674999999999997], [76.86, 28.699999999999996], [76.83, 28.699999999999996], [76.83, 28.674999999999997]]]}",Crops
4.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.86, 28.674999999999997], [76.89, 28.674999999999997], [76.89, 28.699999999999996], [76.86, 28.699999999999996], [76.86, 28.674999999999997]]]}",Crops
5.999999999999972,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.89, 28.674999999999997], [76.92, 28.674999999999997], [76.92, 28.699999999999996], [76.89, 28.699999999999996], [76.89, 28.674999999999997]]]}",
5.999999999999983,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.92, 28.674999999999997], [76.95, 28.674999999999997], [76.95, 28.699999999999996], [76.92, 28.699999999999996], [76.92, 28.674999999999997]]]}",
5.999999999999946,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.95, 28.674999999999997], [76.98, 28.674999999999997], [76.98, 28.699999999999996], [76.95, 28.699999999999996], [76.95, 28.674999999999997]]]}",
5.999999999999985,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.98, 28.674999999999997], [77.01, 28.674999999999997], [77.01, 28.699999999999996], [76.98, 28.699999999999996], [76.98, 28.674999999999997]]]}",
5.999999999999994,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.01, 28.674999999999997], [77.04, 28.674999999999997], [77.04, 28.699999999999996], [77.01, 28.699999999999996], [77.01, 28.674999999999997]]]}",
5.999999999999939,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.04, 28.674999999999997], [77.07000000000001, 28.674999999999997], [77.07000000000001, 28.699999999999996], [77.04, 28.699999999999996], [77.04, 28.674999999999997]]]}",
5.999999999999961,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.07000000000001, 28.674999999999997], [77.10000000000001, 28.674999999999997], [77.10000000000001, 28.699999999999996], [77.07000000000001, 28.699999999999996], [77.07000000000001, 28.674999999999997]]]}",
5.999999999999966,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.1, 28.674999999999997], [77.13, 28.674999999999997], [77.13, 28.699999999999996], [77.1, 28.699999999999996], [77.1, 28.674999999999997]]]}",
5.999999999999964,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.13, 28.674999999999997], [77.16, 28.674999999999997], [77.16, 28.699999999999996], [77.13, 28.699999999999996], [77.13, 28.674999999999997]]]}",
5.999999999999959,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.16, 28.674999999999997], [77.19, 28.674999999999997], [77.19, 28.699999999999996], [77.16, 28.699999999999996], [77.16, 28.674999999999997]]]}",
5.999999999999978,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.19, 28.674999999999997], [77.22, 28.674999999999997], [77.22, 28.699999999999996], [77.19, 28.699999999999996], [77.19, 28.674999999999997]]]}",
1.0,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.22, 28.674999999999997], [77.25, 28.674999999999997], [77.25, 28.699999999999996], [77.22, 28.699999999999996], [77.22, 28.674999999999997]]]}",Trees
5.999999999999964,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.25, 28.674999999999997], [77.28, 28.674999999999997], [77.28, 28.699999999999996], [77.25, 28.699999999999996], [77.25, 28.674999999999997]]]}",
5.999999999999935,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.28, 28.674999999999997], [77.31, 28.674999999999997], [77.31, 28.699999999999996], [77.28, 28.699999999999996], [77.28, 28.674999999999997]]]}",
5.999999999999952,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.31, 28.674999999999997], [77.34, 28.674999999999997], [77.34, 28.699999999999996], [77.31, 28.699999999999996], [77.31, 28.674999999999997]]]}",
