landcover_class,landcover_name,lighting_radiance,geometry
6,Built area,14.574280748512543,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.8975, 28.40625], [76.90499999999999, 28.40625], [76.90499999999999, 28.4125], [76.8975, 28.4125], [76.8975, 28.40625]]]}"
6,Built area,21.14411464388817,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.905, 28.40625], [76.9125, 28.40625], [76.9125, 28.4125], [76.905, 28.4125], [76.905, 28.40625]]]}"
6,Built area,24.540735264082212,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.9125, 28.40625], [76.91999999999999, 28.40625], [76.91999999999999, 28.4125], [76.9125, 28.4125], [76.9125, 28.40625]]]}"
6,Built area,24.5062080428407,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.92, 28.40625], [76.9275, 28.40625], [76.9275, 28.4125], [76.92, 28.4125], [76.92, 28.40625]]]}"
6,Built area,31.110059368268633,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.9275, 28.40625], [76.93499999999999, 28.40625], [76.93499999999999, 28.4125], [76.9275, 28.4125], [76.9275, 28.40625]]]}"
6,Built area,30.635676450132316,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.935, 28.40625], [76.9425, 28.40625], [76.9425, 28.4125], [76.935, 28.4125], [76.935, 28.40625]]]}"
6,Built area,34.200076966672334,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.9425, 28.40625], [76.94999999999999, 28.40625], [76.94999999999999, 28.4125], [76.9425, 28.4125], [76.9425, 28.40625]]]}"
6,Built area,30.261998213563757,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.95, 28.40625], [76.9575, 28.40625], [76.9575, 28.4125], [76.95, 28.4125], [76.95, 28.40625]]]}"
6,Built area,25.896638651151914,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.9575, 28.40625], [76.96499999999999, 28.40625], [76.96499999999999, 28.4125], [76.9575, 28.4125], [76.9575, 28.40625]]]}"
6,Built area,22.54804056399578,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.965, 28.40625], [76.9725, 28.40625], [76.9725, 28.4125], [76.965, 28.4125], [76.965, 28.40625]]]}"
6,Built area,20.956064788070883,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.9725, 28.40625], [76.97999999999999, 28.40625], [76.97999999999999, 28.4125], [76.9725, 28.4125], [76.9725, 28.40625]]]}"
6,Built area,21.32873911462258,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.98, 28.40625], [76.9875, 28.40625], [76.9875, 28.4125], [76.98, 28.4125], [76.98, 28.40625]]]}"
6,Built area,23.868789847127076,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.9875, 28.40625], [76.99499999999999, 28.40625], [76.99499999999999, 28.4125], [76.9875, 28.4125], [76.9875, 28.40625]]]}"
6,Built area,26.058305756438646,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[76.995, 28.40625], [77.0025, 28.40625], [77.0025, 28.4125], [76.995, 28.4125], [76.995, 28.40625]]]}"
4,Crops,23.190694127994544,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.0025, 28.40625], [77.00999999999999, 28.40625], [77.00999999999999, 28.4125], [77.0025, 28.4125], [77.0025, 28.40625]]]}"
6,Built area,22.60565091309007,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.01, 28.40625], [77.0175, 28.40625], [77.0175, 28.4125], [77.01, 28.4125], [77.01, 28.40625]]]}"
6,Built area,18.80147820227855,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.0175, 28.40625], [77.02499999999999, 28.40625], [77.02499999999999, 28.4125], [77.0175, 28.4125], [77.0175, 28.40625]]]}"
6,Built area,21.360034030836985,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.025, 28.40625], [77.0325, 28.40625], [77.0325, 28.4125], [77.025, 28.4125], [77.025, 28.40625]]]}"
6,Built area,35.58355029075584,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.0325, 28.40625], [77.03999999999999, 28.40625], [77.03999999999999, 28.4125], [77.0325, 28.4125], [77.0325, 28.40625]]]}"
6,Built area,47.822823921705385,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.04, 28.40625], [77.0475, 28.40625], [77.0475, 28.4125], [77.04, 28.4125], [77.04, 28.40625]]]}"
6,Built area,38.36826543275475,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.0475, 28.40625], [77.05499999999999, 28.40625], [77.05499999999999, 28.4125], [77.0475, 28.4125], [77.0475, 28.40625]]]}"
6,Built area,41.0208293637245,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.055, 28.40625], [77.0625, 28.40625], [77.0625, 28.4125], [77.055, 28.4125], [77.055, 28.40625]]]}"
6,Built area,50.97706440608779,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.0625, 28.40625], [77.07, 28.40625], [77.07, 28.4125], [77.0625, 28.4125], [77.0625, 28.40625]]]}"
6,Built area,35.706546409710036,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.07000000000001, 28.40625], [77.0775, 28.40625], [77.0775, 28.4125], [77.07000000000001, 28.4125], [77.07000000000001, 28.40625]]]}"
4,Crops,30.69944376881059,"{""geodesic"": false, ""type"": ""Polygon"", ""coordinates"": [[[77.0775, 28.40625], [77.085, 28.40625], [77.085, 28.4125], [77.0775, 28.4125], [77.0775, 28.40625]]]}"
